네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 40대

"날짜","도서"
"2022-03-10",64
"2022-03-11",61
"2022-03-12",56
"2022-03-13",61
"2022-03-14",67
"2022-03-15",65
"2022-03-16",63
"2022-03-17",62
"2022-03-18",56
"2022-03-19",55
"2022-03-20",55
"2022-03-21",61
"2022-03-22",64
"2022-03-23",62
"2022-03-24",59
"2022-03-25",53
"2022-03-26",50
"2022-03-27",51
"2022-03-28",59
"2022-03-29",58
"2022-03-30",59
"2022-03-31",54
"2022-04-01",48
"2022-04-02",42
"2022-04-03",43
"2022-04-04",52
"2022-04-05",52
"2022-04-06",52
"2022-04-07",50
"2022-04-08",42
"2022-04-09",36
"2022-04-10",39
"2022-04-11",45
"2022-04-12",46
"2022-04-13",51
"2022-04-14",49
"2022-04-15",41
"2022-04-16",35
"2022-04-17",38
"2022-04-18",46
"2022-04-19",47
"2022-04-20",46
"2022-04-21",47
"2022-04-22",41
"2022-04-23",36
"2022-04-24",39
"2022-04-25",47
"2022-04-26",51
"2022-04-27",50
"2022-04-28",48
"2022-04-29",43
"2022-04-30",42
"2022-05-01",44
"2022-05-02",51
"2022-05-03",48
"2022-05-04",40
"2022-05-05",29
"2022-05-06",28
"2022-05-07",27
"2022-05-08",32
"2022-05-09",43
"2022-05-10",45
"2022-05-11",45
"2022-05-12",41
"2022-05-13",34
"2022-05-14",32
"2022-05-15",33
"2022-05-16",41
"2022-05-17",43
"2022-05-18",43
"2022-05-19",41
"2022-05-20",35
"2022-05-21",30
"2022-05-22",33
"2022-05-23",40
"2022-05-24",42
"2022-05-25",41
"2022-05-26",40
"2022-05-27",35
"2022-05-28",30
"2022-05-29",33
"2022-05-30",41
"2022-05-31",37
"2022-06-01",37
"2022-06-02",40
"2022-06-03",35
"2022-06-04",29
"2022-06-05",29
"2022-06-06",36
"2022-06-07",44
"2022-06-08",42
"2022-06-09",41
"2022-06-10",34
"2022-06-11",30
"2022-06-12",34
"2022-06-13",40
"2022-06-14",42
"2022-06-15",41
"2022-06-16",38
"2022-06-17",33
"2022-06-18",28
"2022-06-19",32
"2022-06-20",40
"2022-06-21",39
"2022-06-22",38
"2022-06-23",37
"2022-06-24",32
"2022-06-25",29
"2022-06-26",32
"2022-06-27",39
"2022-06-28",40
"2022-06-29",40
"2022-06-30",40
"2022-07-01",34
"2022-07-02",30
"2022-07-03",32
"2022-07-04",41
"2022-07-05",46
"2022-07-06",45
"2022-07-07",42
"2022-07-08",21
"2022-07-09",4
